rally,serve,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player,id,outcome
6,1,F,41.50274291,0.194743344,0.244732926,4.498288388,True,False,1.685126049,13.8556,2.6544,13.7168,0.975,33.86259476,1.082446179,3.422959007,2.310398088,13.681,3.4,False,B,0.483008781,False,4115,UE
9,2,F,30.47503598,0.411422143,0.306178253,7.108165602000001,False,False,3.40653519,14.2976,2.41,13.2486,0.831,28.74434405,0.27953710800000003,1.404560205,3.9986229,10.4006,2.0284,False,F,0.384598213,True,4156,W
5,1,B,35.98953088,-0.144369811,1.885000481,7.375106225,False,False,1.5206787169999998,12.8698,1.2114,12.4708,0.256,33.08241907,0.592268376,1.889913368,3.422427162,13.9172,1.4280000000000002,False,F,0.497514532,True,8712,UE
7,1,F,29.78044973,2.06495749,3.312569824,1.127118684,False,True,3.1535485160000003,14.6976,3.1826,14.0766,0.0908,40.38807694,0.209032548,1.526341952,5.033898807,13.6376,1.652,False,F,0.389012518,True,5871,UE
7,1,F,38.71576072,1.170067271,2.604813956,0.462716193,False,True,1.763284946,15.0194,0.9762,14.3098,0.638,41.73760861,0.118440491,2.7778468660000004,5.618258063,13.8524,0.7044,False,F,0.378372636,True,3379,UE
8,2,B,32.08760976,1.4239233059999998,2.990734735,0.761256245,False,True,5.061093202,15.0822,3.6196,15.8776,1.3786,38.95989892,0.358472503,1.180453685,4.466827019,13.0258,1.1862,True,F,0.381346403,False,5026,FE
6,1,B,38.65849029,1.188265841,1.40450549,2.807520498,False,True,4.819065951000001,13.9546,1.459,15.4038,3.137,29.16312189,1.169355512,1.525731745,3.040832538,13.3404,1.9518,False,F,0.543404838,False,8333,UE
6,2,F,40.06839488,0.4736389620000001,0.339671276,2.51798948,False,False,1.331802087,13.4394,0.08800000000000001,13.4162,1.4196,32.02732471,0.759195373,3.941652038,4.925619564,14.3708,1.2046,True,F,0.543309987,False,7115,W
20,1,F,40.22808478,-0.07899679700000001,2.33888101,6.598015614,False,False,3.680105085,14.8564,3.1696,14.7584,0.5092,34.69090294,0.7527406459999999,1.312494105,4.137707531,13.5904,0.2918,False,F,0.477319756,False,6478,FE
4,1,B,33.00792035,1.048138887,0.237408514,1.174517288,True,True,3.113511927,15.0826,2.8714,14.4952,0.1862,37.72979861,0.062663832,1.42847149,5.160209613999999,8.9626,1.0526,True,F,0.25405023,False,4895,FE
3,1,F,34.368825,0.21890661,0.7667360059999999,5.899421571,False,False,0.627280001,11.3886,0.7186,11.036,1.2374,24.74505887,0.852514415,2.816994642,3.88861466,13.0316,4.2996,False,B,0.60221879,True,2397,W
6,1,B,19.60875248,3.928351206,1.264432092,1.315854985,False,False,1.878840973,13.3978,1.892,15.1936,2.4444,25.66616339,0.500569599,1.975728049,1.250548159,6.3566,0.3564,False,B,0.229822387,False,6679,W
11,1,F,39.88997019,0.807155744,0.183506041,2.507300949,True,False,4.002764789,12.5608,1.277,14.6844,2.116,25.90927783,0.67900999,2.568180855,5.207796065,13.308,0.6859999999999999,True,F,0.596767549,True,2726,UE
7,1,F,36.62897463,0.259330635,2.169861101,3.218795879,False,False,6.598774116,7.3478,3.096,13.4306,0.5379999999999999,16.51819173,1.386460745,0.551039126,6.987856332000001,12.6566,0.5594,True,F,0.980174419,True,7955,W
5,1,F,12.75045159,0.155088532,1.780797081,7.992857979,False,False,2.552022476,5.0144,0.1986,7.5128,0.7190000000000001,33.28004195,0.564137065,2.816123567,7.147346936,15.9308,2.4564,True,V,0.560210258,True,5236,W
7,2,F,13.08532031,0.112571981,1.6722284040000002,6.4449887310000005,False,False,2.7670698,4.905,0.0676,7.6388,0.3602,33.59413866,0.207656448,3.18693623,7.438682247000001,15.1696,2.7504,True,V,0.569843147,True,3249,W
4,1,F,40.81579085,0.134282534,0.5402733989999999,4.339995605,True,False,4.908348548999999,15.7586,3.8232,13.7604,0.66,32.32279292,0.525258215,0.450659573,3.860901724,10.7564,1.4372,False,F,0.367735795,False,2815,FE
4,2,F,39.49620529999999,0.383302071,0.7869817170000001,2.000079897,False,False,2.8357887230000003,11.126,2.4486,12.9442,0.2724,20.71932598,0.934751017,3.388742988,4.06199435,10.7894,2.2146,False,F,0.625697521,False,4325,W
3,1,F,32.92130711,1.543395017,2.82945537,0.705428907,False,True,3.719087184,12.4728,4.0292,11.3166,0.4944,29.9396164,1.079092192,0.542881004,3.353384443,13.0612,4.3934,False,F,0.5225047070000001,True,506,UE
5,1,F,18.43192336,0.043621311,1.37592576,5.740816559,False,False,2.517990826,3.1910000000000003,0.0334,5.6472,0.521,31.36227347,0.598524067,2.8124921360000004,9.065517444,15.4388,2.0346,True,V,0.583543478,True,4367,W
3,1,F,31.83811161,1.011763772,1.740840245,0.7911984440000001,False,True,1.29001062,11.4282,2.3008,11.257,1.0222,35.3983495,0.408489419,2.112261534,4.293787655,13.0004,4.5014,False,F,0.432352425,True,8654,UE
10,2,U,22.66253938,2.939768522,2.103877813,2.3771763740000003,False,False,3.889888471,15.2724,0.5086,15.38,3.3798,39.42457084,0.325834297,0.666312615,3.799977186000001,13.3164,3.0994,False,F,0.378377734,False,8512,FE
4,1,B,23.51899598,0.214878292,1.0605921109999998,7.913314681,False,False,2.60479279,13.635,2.3188,13.4738,0.281,34.77462829,0.289483741,0.427016011,3.810289061,10.0004,2.1868,False,F,0.302662194,False,2056,W
6,1,F,36.73753438,0.923519122,0.380344027,0.761653265,False,True,3.618284964,10.5184,3.2598,13.7692,1.671,20.7751335,0.651550348,2.431248337,4.517939158,11.4432,3.092,False,B,0.662801964,False,4470,UE
5,1,F,35.7378421,1.26139711,2.788645958,0.361692328,False,True,2.958549442,13.295,2.602,12.4988,0.2474,33.05464359,1.453706081,1.203906495,2.22820448,14.629,2.3204,True,F,0.5410609129999999,True,688,UE
3,1,F,36.74846363,0.125095418,0.7938067109999999,6.123657542,False,False,2.844300019,10.9034,2.0048,11.3698,0.8009999999999999,20.08889266,2.008930975,3.335456465,3.846813785,12.9784,2.8888,False,B,0.818051509,True,8663,W
3,2,F,28.13410831,0.653096524,0.384977571,4.091651497,True,False,1.818920746,12.8072,0.467,11.227,1.3678,32.0500422,0.768992377,3.473265699,1.818328385,12.3524,2.583,False,B,0.42678135,True,6507,UE
5,2,U,25.34830331,0.67674754,0.995929495,3.3934939560000004,False,False,3.4194063110000004,5.5416,1.52,8.9452,1.1916,26.38683309,1.204214813,1.019242119,6.98648691,13.7714,2.9984,True,V,0.690425816,True,6669,W
8,2,F,12.8295951,-0.079061666,1.705997341,10.42838995,False,False,5.101747732,7.255,2.5388,10.4034,1.4756,26.22709619,0.229346863,0.243953737,5.830158967000001,13.373,4.4778,False,B,0.688050575,False,9260,FE
4,2,B,18.18238242,0.154906136,0.40312128,8.841040521,True,False,2.326389727,13.6626,4.204,12.9846,1.9786,36.90704481,0.633339972,0.011716719,1.7036305930000002,12.308,2.7634,False,B,0.390999665,False,667,FE
7,1,U,13.72405788,-0.947000029,1.821819499,0.113373924,True,False,6.593386517000001,16.1858,3.8534,13.9358,2.3442,36.74620215,0.22702926,1.244728216,3.01183893,12.476,2.8744,False,U,0.367488094,True,2153,FE
12,1,B,37.05832323,-0.038129076,3.884954833,6.311068859,False,False,3.920201469,14.5542,0.9474,14.7126,2.9696,33.68554531,0.945831815,2.24600301,0.449949427,12.6902,1.33,False,F,0.427452306,False,1888,UE
7,2,B,27.72934243,-0.05159673,2.731383787,5.014531794,False,False,1.065036675,13.4156,3.2416,14.3402,2.713,33.57284394,0.188294019,1.59609336,4.696527307,12.6868,2.488,False,B,0.4506057570000001,True,1156,UE
8,1,F,26.78182989,3.493950914,3.197347279,2.539222568,False,True,1.6959743630000002,13.64,3.5926,13.5102,1.9016,33.24524406,0.837226059,2.025987945,0.84033973,12.2536,2.19,False,B,0.408411419,False,7387,UE
10,2,F,27.76219694,1.520429938,1.011650749,1.171863841,False,True,1.685939797,16.267,1.8246,15.014,0.6966,40.9436225,0.303165616,0.89498164,4.2375963930000005,12.6342,4.4392,True,F,0.350864378,False,2652,FE
7,2,B,34.89064805,1.494296755,2.004458479,2.151916205,False,True,0.953532905,15.5116,1.9716,14.7358,1.4172,35.62633047,0.680801222,2.234079014,2.658992462,12.752,2.1182,False,F,0.410804153,True,5983,UE
4,2,B,31.15424663,-0.179589177,3.071876844,7.850869283,False,False,3.928554935,13.5378,2.0594,12.3316,1.6794,33.30791298,0.052968847,1.731550662,5.6501253060000005,12.299,0.9132,False,F,0.415094567,False,7587,UE
11,2,B,11.19196907,1.053559579,0.609757585,7.784727705,True,False,6.207066028,5.2010000000000005,0.7968,10.1448,2.9564,24.01822005,0.432083468,2.816495148,7.516668234,16.0914,1.0302,True,V,0.8839226020000001,True,5463,UE
8,1,F,33.44440307,1.545169315,3.377962024,1.638727667,False,True,0.645120795,15.2554,3.494,15.1044,2.8668,38.27078718,0.950292069,0.583047626,0.790882904,12.5726,1.442,False,F,0.375362661,False,7756,UE
4,1,B,28.58275861,1.124096677,2.3849356040000003,0.433519755,False,True,3.670768775,14.8124,2.6422,14.041,0.9466,32.83938501,0.533202893,0.567417838,3.005754477,11.348,1.3242,False,F,0.389351816,False,1874,FE
4,1,B,17.69857258,-0.873287278,3.2905482060000004,11.78371752,False,False,7.033391663,14.7938,3.3804,13.0076,3.4224,31.27388789,0.7010832459999999,0.20880677600000006,3.043872588,12.5992,0.328,False,F,0.469966812,False,5126,FE
20,1,F,31.38000696,0.85855377,0.140314509,3.848702018,True,False,0.834494002,13.0738,2.5432,12.242,2.6102,27.9542195,0.840384465,2.871935694,1.6441704169999998,14.0704,1.8462,False,B,0.612608889,False,6102,UE
8,2,F,30.27316429,0.754952242,0.837129557,0.241518819,False,False,4.067456208,8.5744,0.3112,12.1836,2.1868,26.67364737,0.240014106,4.05739343,6.491013698,15.7598,2.4742,True,F,0.7506363220000001,False,8275,W
6,2,V,22.59935645,3.00324829,0.543453834,0.8055995570000001,False,True,1.300815144,16.1356,2.6678,15.5986,1.483,38.44564774,0.752305091,0.81260703,0.380948394,11.9766,1.0114,False,F,0.34590145,False,4126,UE
6,1,F,34.88606317,1.006414165,2.1506655340000003,0.134228484,False,True,2.23766758,13.2924,2.2516,13.8116,0.075,37.2182653,0.187235525,2.682906537,5.559800523,12.9612,2.2698,False,F,0.412879454,False,4930,UE
3,2,F,35.26103139,-0.051473686,2.060361439,7.381836495,False,False,0.847424427,12.3984,1.1548,11.5704,1.3352,31.81958496,0.337235605,3.603078777,6.063575884,13.4524,2.9786,False,B,0.485998678,True,7209,UE
7,2,B,27.12172717,-0.002002571,3.740523895,6.3409351539999985,False,False,1.298631048,13.9424,2.841,14.0566,1.5474,34.46434212,0.470271756,1.641231397,5.690301971,14.531,2.4054,False,F,0.506053022,True,5044,UE
12,1,F,30.94645901,-0.201248535,1.80250884,8.024463041,False,False,5.677559,13.5016,3.1408,14.6768,2.4138,21.46077493,0.393805575,0.98510335,1.926004472,6.1808,0.5312,True,B,0.292493283,False,3019,FE
25,2,B,23.76417133,1.016153615,1.3975471330000002,4.153086455,False,False,2.29121195,6.5614,2.5452,4.4436,1.6708,18.64752802,3.186178479,0.300516241,4.432656754,11.6368,3.4188,True,V,1.017677001,True,1419,W
4,1,B,36.61236858,0.112159895,1.430394977,5.84158067,False,False,3.553287447,15.248,3.2582,14.9752,0.2846,30.50540539,0.276282122,1.206496293,5.900260071,10.1838,0.3576,True,F,0.362126349,False,1165,W
4,1,B,28.12102574,-0.436938531,1.803360137,9.894152126,False,False,3.236551109,15.429,2.3794,13.8492,0.4454,36.02776736,0.541398753,0.625017841,2.209685963,12.2288,1.4274,False,F,0.371240467,False,9403,FE
12,2,F,39.32012454,0.5525873339999999,0.185393634,0.235905373,True,False,0.480453952,13.181,3.5098,13.6614,3.5026,34.6672284,0.311510873,1.74163263,5.674673737999999,12.956,1.704,False,F,0.442274021,False,6314,UE
4,1,F,34.78217885,1.737349775,2.226581283,2.260592167,False,True,2.423625598,13.3854,1.6772,13.7244,0.7226,35.70042808,0.08249616,1.292279498,5.39033211,12.2456,2.1324,False,B,0.37314013,False,8022,FE
5,2,F,31.5939923,-0.095407651,2.732269796,7.706952432,False,False,1.829901353,13.5956,2.5378,12.0386,1.5764,33.61947065,0.7066703209999999,2.932985731,1.561856809,13.673,1.8338,False,B,0.469601065,True,3287,UE
3,1,F,36.75857408,0.479986489,1.3780242180000002,2.192064151,False,False,3.996612826,9.8486,2.6948,11.3378,1.014,19.05883824,1.686556172,0.44196258,4.902383247,13.4744,3.95,False,B,0.882448783,True,2481,W
9,2,B,28.01221132,0.290074844,0.414545207,3.315057776,False,False,2.631871197,14.9712,4.2806,14.9214,1.6492,35.43016164,0.225327699,0.7803074240000001,5.127943356,11.8796,3.4278,False,F,0.405336023,True,6130,W
11,2,B,27.89852345,-0.111009369,3.4902145360000003,6.775483808,False,False,1.895203736,14.5828,2.7544,14.973,0.8998,34.63730848,0.215903766,1.233687688,6.346545517000001,14.3746,0.211,False,F,0.495855992,True,7128,UE
6,2,U,31.37307835,0.86938235,0.132992878,0.061954617,True,True,4.818137702,9.0448,1.6034,13.8602,1.7658,19.73893158,0.642018822,3.292425834,6.9494970139999985,13.9772,0.985,True,F,0.92407666,False,7695,UE
4,1,F,37.89149693,0.552749774,0.79171709,3.313270045,False,False,2.627560816,15.4174,1.5542,14.7554,0.9886,37.80043137,0.35394155,1.695577197,2.340327277,11.3052,3.5134,False,F,0.331492922,False,4973,W
8,2,F,35.64344954,1.7718555880000002,0.928339777,1.747769066,False,True,4.485982777,15.2756,2.8822,15.1918,1.6030000000000002,35.60246022,0.120449455,1.68156247,5.335030595,12.1734,0.816,False,F,0.368566042,False,4788,UE
4,1,F,37.26361092,0.911257471,0.466699866,0.378277886,False,False,2.748195743,15.3134,1.0264,14.5254,1.6064,36.4256056,0.432499867,1.626695831,2.788990765,12.1334,4.3662,False,B,0.369179444,False,6403,W
3,1,F,37.49359808,1.3475866719999998,0.829184844,1.674488466,False,True,2.978087608,14.1792,0.3712,11.4026,0.7056,25.33634509,1.333893998,4.075822478,0.868257883,12.7348,4.3242,False,F,0.586594379,True,3426,UE
8,1,F,38.42915153,-0.061424041,2.064510393,7.636763882999999,False,False,1.961098876,13.3378,3.4566,13.4614,1.4994,25.40081858,1.23708756,2.423096049,1.7503171830000002,14.8862,2.349,False,B,0.723983438,False,4539,UE
5,1,F,29.35848516,0.371608244,1.10575032,7.8805520210000015,False,False,3.306927577,15.0556,3.8868,14.6298,0.6074,31.53707089,0.275388232,1.303995826,4.797620441,9.9118,0.3742,False,F,0.326252302,True,1043,W
7,2,B,37.16693806,0.146933633,0.122934024,4.821124121,False,False,1.917217077,12.3518,2.2642,14.1812,1.6906,28.1860425,0.760621518,2.02843452,4.781880303,13.5294,3.6058,False,F,0.615025986,True,5944,W
5,1,F,39.90494962,0.821089692,1.565062965,0.481833735,False,True,1.250420425,12.2588,0.456,13.0518,1.4228,21.71731055,1.839481765,3.935644604,2.862485092,15.5748,2.6654,True,F,0.93474666,True,8774,UE
11,1,B,23.59346056,2.556268333,2.66218797,1.146213956,False,True,1.055554016,13.7858,1.234,13.862,0.1812,34.08994835,0.685268619,1.58367526,0.606494483,12.1802,2.7194,True,F,0.39499009,True,8660,UE
3,1,F,37.43922605,0.4658581470000001,1.488198876,2.937661648,False,False,3.566188744,10.138,3.0286,11.2234,0.3684,19.95008878,2.543500416,2.398624655,4.080737638,13.4758,2.7484,False,B,0.885679027,True,6807,W
3,2,B,32.50911122,-0.194901018,2.506669861,7.82354519,False,False,1.666292675,12.3932,0.938,11.445,0.4322,23.03194081,0.658362935,2.612452478,3.3409420310000004,11.4706,2.6656,False,B,0.565747593,True,3954,UE
3,2,B,32.74789832,-0.132189718,3.923586774,6.33748548,False,False,1.812173778,12.6762,2.7522,11.637,1.2676,24.09826597,0.834839387,1.879790724,2.708717627,11.038,4.0898,False,B,0.53701005,True,4562,UE
5,1,F,39.52837731,0.261161801,0.255647558,4.298115354,False,False,0.3605934,13.672,2.3372,13.5406,2.673,23.43983787,1.169264219,3.412972791,1.6785878369999998,13.2336,4.942,False,B,0.714518469,True,5347,W
11,2,F,39.56540642,0.167122627,0.695224983,4.659275978999999,False,False,2.210989905,12.563,1.6828,11.9186,0.4322,23.49716147,1.422914835,3.575382964,2.392495659,15.2666,2.31,False,F,0.8146731979999999,True,9031,W
6,2,F,36.62878168,-0.025652708,1.639977991,6.895057176,False,False,2.4640002999999995,13.4144,0.5232,13.7182,1.922,31.21871185,0.340379778,2.446025878,3.538245102,12.5262,1.8938,False,B,0.441252943,False,5433,UE
3,1,F,32.81422446,0.6367944520000001,0.295423798,3.442268551,False,False,2.303017742,12.3032,1.7452,11.2148,0.2844,28.29873931,0.671206823,3.248295433,4.80730429,13.3542,2.3328,False,B,0.557273579,True,2031,W
3,1,F,33.77723491,0.300023403,0.601319772,3.182313008,False,False,0.446610882,11.2576,0.8452,11.1664,1.2824,33.51200185,0.19831097600000006,3.406451987,4.594659581,13.0342,3.9074,False,B,0.449323603,True,7307,W
15,2,B,30.73041522,1.126174571,1.286800009,0.974156088,True,False,0.091031863,13.0462,1.2874,12.968,1.334,37.73463655,0.550968711,2.040645642,2.290612014,14.8748,1.1692,True,F,0.456952455,True,5209,UE
3,1,F,40.20245408,-0.312720734,2.097417961,11.0383127,True,False,2.064580858,10.8976,2.9048,11.536,0.9414,23.98130401,0.9504628,3.0655614589999995,3.944007129,13.0166,3.8068,False,B,0.6500310570000001,True,1325,UE
6,2,F,33.14053828,-0.037887951,1.995254836,7.913397112,False,False,3.156666121,12.474,1.2278,13.0384,1.878,26.20902348,1.665739808,2.299300414,2.859431754,13.1524,0.931,True,F,0.6177404870000001,False,7638,UE
4,1,F,30.31646477,1.133789067,1.001976491,4.658062708,True,False,5.772744415,17.0278,2.5264,14.573,2.6984,29.18143683,0.372055993,0.479421149,4.739007592,8.5614,4.7158,False,F,0.316128743,False,2626,FE
6,2,B,33.18454192,-0.5693930079999999,0.451927655,8.866876185,False,False,2.390454894,12.415,1.4424,14.3176,2.8896,22.314551,0.068879669,2.758112449,3.832506841,6.4754,0.522,False,B,0.294757685,False,7927,FE
4,1,B,35.19324721,0.275118957,0.927022694,2.692989275,False,False,4.1484787480000005,12.696,1.9348,12.7906,2.2126,24.68914263,0.494784287,2.263906349,3.328759123,12.1304,0.4856,True,B,0.565933072,False,3539,W
